Sentiment,Text,Word Count
negative,january november group sale totalled eur mn drop period,27
neutral,building condominium built stage,18
neutral,russia accounted lagardere magazine division revenue eur mn usd mn usa,32
neutral,point village designed scott tallon walker include shopping center office premise hotel cinema,25
positive,pretax profit rose eur mn eur mn,14
negative,store march finnish stationery gift retailer tiimari hel tii v said yesterday cut total job unit tiimari retail ltd gallerix finland ltd result closure shop,44
neutral,joint venture invest eur production technology straight away,14
neutral,report profile company including many key niche player including major nonwovens manufacturer ahlstrom corporation asahi kasei corporation buckeye technology inc ei,31
positive,also bringing right kind people upgrade human resource,19
neutral,order includes ship crane delivered container feeder built wenchong shipyard china,23
neutral,finnish food industry company l nnen tehtaat planning change fish product business,15
neutral,equipment made vaahto plant hollola finland delivery scheduled first quarter,25
neutral,basware einvoices oy merged parent company present fiscal period,16
negative,acando ab acanb s fell percent kronor lowest close since dec,20
neutral,aim develop open source application solution,9
neutral,sinter plant limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnace raw material iron making,36
